elt_condition,pc_brand,pc_model,pc_cpu,pc_ram,pc_drive_capacity,usage_information,pc_vga,desktop_screen_size,elt_warranty,elt_origin,classify,price
Mới,HP,OMEN,Intel Core i9,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,26.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,>12 tháng,Mỹ,laptop,9.700.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 5,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,laptop,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Tecra Series,Intel Core i3,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.200.000 đ
Đã sử dụng (qua sửa chữa),HP,Pavilion,Intel Core i3,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,100.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,laptop,9.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Nhật Bản,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i7,8 GB,1 TB,In trên bao bì,AMD,15 - 16.9 inch,1 tháng,Việt Nam,laptop,6.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,114.980.000 đ
Mới,LG,Gram,Intel Core i7,16 GB,1 TB,In trên bao bì,Khác,17 - 18.9 inch,>12 tháng,Việt Nam,laptop,29.999.999 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,350.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkBook,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Trung Quốc,laptop,12.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i5,8 GB,< 128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,laptop,5.890.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core 2 Duo,4 GB,500 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,256 GB,In trên bao bì,,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,16 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,10.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,AMD,4 GB,500 GB,In trên bao bì,AMD,13 - 14.9 inch,3 tháng,Trung Quốc,laptop,1.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Xeon,16 GB,128 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,7.500.000 đ
Mới,HP,Elitebook,Intel Core i5,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,7.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,4 GB,128 GB,In trên bao bì,AMD,15 - 16.9 inch,3 tháng,Nước khác,laptop,2.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,7-12 tháng,Đang cập nhật,laptop,9.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1 Touch Bar,,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,2 tháng,Mỹ,laptop,17.200.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i3,2 GB,500 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.400.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,8 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Panasonic,CF,Intel Core i7,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Nhật Bản,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,500 GB,In trên bao bì,NVIDIA,,Bảo hành hãng,Đang cập nhật,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Dòng Khác,Intel Core i3,4 GB,500 GB,In trên bao bì,Khác,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Envy,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,15.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Ryzen 5,8 GB,512 GB,In trên bao bì,AMD,15 - 16.9 inch,>12 tháng,Mỹ,laptop,7.299.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Intel Core i5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,16.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i3,2 GB,500 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.400.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i5,4 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Sony,S Series,Intel Core i5,8 GB,128 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Khác,16 GB,250 GB,In trên bao bì,Khác,,Bảo hành hãng,Đang cập nhật,laptop,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,8 GB,< 128 GB,In trên bao bì,Khác,11 - 12.9 inch,Hết bảo hành,Nhật Bản,laptop,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,,8 GB,128 GB,In trên bao bì,,13 - 14.9 inch,3 tháng,Việt Nam,laptop,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,28.900.000 đ
Đã sử dụng (qua sửa chữa),Asus,Dòng Khác,Intel Core 2 Duo,2 GB,512 GB,In trên bao bì,Khác,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,1.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,500 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.300.000 đ
Đã sử dụng (qua sửa chữa),Lenovo,Dòng Khác,Intel Core i5,8 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.900.000 đ
Mới,Lenovo,ThinkPad,Intel Core i7,32 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,7-12 tháng,Mỹ,laptop,17.600.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,4-6 tháng,Đang cập nhật,laptop,8.490.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,11.200.000 đ
Mới,Lenovo,IdeaPad,Khác,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,>12 tháng,Trung Quốc,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook,,4 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Khác,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,14.500.000 đ
Mới,Asus,Zenbook Series,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,16.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i3,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Còn bảo hành,Việt Nam,laptop,10.000.000 đ
Đã sử dụng (qua sửa chữa),Apple,MacBook Pro,Intel Core i7,4 GB,256 GB,In trên bao bì,Khác,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Intel Core i5,8 GB,512 GB,In trên bao bì,,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,8.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,A series,Intel Core i5,8 GB,250 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,2.400.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,4-6 tháng,Đang cập nhật,laptop,3.990.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Essential (G series),Intel Core i3,8 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.800.000 đ
Mới,MSI,GL Series,Intel Core i7,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,29.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,8 GB,128 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,laptop,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i7,16 GB,256 GB,In trên bao bì,AMD,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,11.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.000.000 đ
Mới,Lenovo,ThinkPad,Intel Core i5,8 GB,128 GB,In trên bao bì,Khác,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,3.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,250 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Đang cập nhật,laptop,3.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Mỹ,laptop,12.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Dòng Khác,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,laptop,21.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Khác,> 32GB,< 128 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Nước khác,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,8 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,9.800.000 đ
Mới,Dell,Alienware,Intel Core i9,16 GB,,In trên bao bì,NVIDIA,17 - 18.9 inch,1 tháng,Mỹ,laptop,45.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,17.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Đang cập nhật,laptop,7.490.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,5.890.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i5,16 GB,256 GB,In trên bao bì,Khác,15 - 16.9 inch,4-6 tháng,Mỹ,laptop,13.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,12.990.000 đ
Đã sử dụng (chưa sửa chữa),Asus,TUF Gaming,Ryzen 7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,12.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,TUF Gaming,Ryzen 5,8 GB,128 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,5.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,4.500.000 đ
Mới,Apple,MacBook Air M2,,,,In trên bao bì,,,Bảo hành hãng,Mỹ,laptop,23.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,9.700.000 đ
Đã sử dụng (chưa sửa chữa),Samsung,Galaxyboook,Intel Core i7,8 GB,512 GB,In trên bao bì,Khác,15 - 16.9 inch,1 tháng,Hàn Quốc,laptop,12.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Nhật Bản,laptop,6.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i7,16 GB,256 GB,In trên bao bì,AMD,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,12.888.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Ryzen 5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,8.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,11.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,3.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i7,16 GB,512 GB,In trên bao bì,Khác,15 - 16.9 inch,3 tháng,Mỹ,laptop,14.650.000 đ
Mới,Lenovo,Legion Y Series,Intel Core i7,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,7-12 tháng,Mỹ,laptop,31.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Trung Quốc,laptop,10.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,laptop,6.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,6.900.000 đ
Mới,Acer,Nitro 5,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Nước khác,laptop,23.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,1 tháng,Nhật Bản,laptop,3.990.000 đ
Mới,Hãng Khác,Dòng Khác,Intel Core i7,8 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i5,4 GB,< 128 GB,In trên bao bì,Onboard,15 - 16.9 inch,4-6 tháng,Đang cập nhật,laptop,3.990.000 đ
Đã sử dụng (chưa sửa chữa),Razer,Blade Stealth,Intel Core i7,32 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,9.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,12.000.000 đ
Đã sử dụng (qua sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,laptop,8.400.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,19.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 7,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,7.800.000 đ
Đã sử dụng (chưa sửa chữa),Razer,Dòng Khác,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,19.999.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i5,16 GB,512 GB,In trên bao bì,Khác,13 - 14.9 inch,3 tháng,Nước khác,laptop,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,8 GB,250 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Việt Nam,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i3,4 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Việt Nam,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,4-6 tháng,Nhật Bản,laptop,6.700.000 đ
Đã sử dụng (qua sửa chữa),Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Intel Core i3,8 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,3.350.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Nhật Bản,laptop,7.300.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,9.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Pentium,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Đài Loan,laptop,400.000 đ
Đã sử dụng (chưa sửa chữa),Asus,TUF Gaming,Ryzen 7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,17.650.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,4.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Nhật Bản,laptop,7.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.900.000 đ
Mới,Microsoft,Surface Laptop Studio,Intel Core i5,8 GB,512 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Mỹ,laptop,14.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,2 GB,250 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,750.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Nhật Bản,laptop,5.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,4.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,10.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,26.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Khác,4 GB,128 GB,In trên bao bì,Khác,9 - 10.9 inch,Hết bảo hành,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,16 GB,512 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,9.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.997.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Intel Core i5,8 GB,500 GB,In trên bao bì,Khác,13 - 14.9 inch,>12 tháng,Đang cập nhật,laptop,18.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i5,8 GB,,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Xeon,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,TUF Gaming,Intel Core i5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,9.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Khác,8 GB,256 GB,In trên bao bì,,13 - 14.9 inch,7-12 tháng,Đang cập nhật,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Envy,Intel Core i7,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,9.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,42.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Việt Nam,laptop,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 7,Intel Core i5,16 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Yoga,Intel Core i3,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,ZBook,Intel Core i5,16 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Mỹ,laptop,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Đang cập nhật,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,512 GB,In trên bao bì,,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,8.600.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,laptop,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,14.500.000 đ
