elt_condition,pc_brand,pc_model,pc_cpu,pc_ram,pc_drive_capacity,usage_information,pc_vga,desktop_screen_size,elt_warranty,elt_origin,classify,price
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Xeon,> 32GB,> 1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Nước khác,laptop,33.500.000 đ
Mới,Dell,Dòng Khác,Intel Core i5,4 GB,128 GB,In trên bao bì,Khác,9 - 10.9 inch,>12 tháng,Việt Nam,laptop,3.290.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1,Khác,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,33.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core 2 Duo,2 GB,< 128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.950.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,9.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Mới,Microsoft,Surface Pro 9,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,16.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,4 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.400.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,8 GB,256 GB,In trên bao bì,Khác,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1,Khác,8 GB,512 GB,In trên bao bì,,,Còn bảo hành,Đang cập nhật,laptop,18.900.000 đ
Mới,HP,ProBook,,,,In trên bao bì,,,1 tháng,Mỹ,laptop,4.200.000 đ
Mới,Lenovo,Dòng Khác,Ryzen 7,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,30.800.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Atom,2 GB,250 GB,In trên bao bì,,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,laptop,650.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface,Intel Atom,4 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.900.000 đ
Mới,Apple,MacBook Air M2,,,,In trên bao bì,,,Bảo hành hãng,Mỹ,laptop,21.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,,Bảo hành hãng,Đang cập nhật,laptop,2.250.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,>12 tháng,Việt Nam,laptop,8.999.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Nhật Bản,laptop,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Khác,16 GB,256 GB,In trên bao bì,,,Hết bảo hành,Đang cập nhật,laptop,18.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,16 GB,256 GB,In trên bao bì,,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Compaq,Intel Core 2 Duo,2 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,450.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,4 GB,512 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,6.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,> 32GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,25.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Ryzen 5,8 GB,256 GB,In trên bao bì,AMD,15 - 16.9 inch,>12 tháng,Trung Quốc,laptop,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,< 128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i7,16 GB,512 GB,In trên bao bì,AMD,15 - 16.9 inch,1 tháng,Mỹ,laptop,10.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,laptop,2.999.000 đ
Mới,Lenovo,ThinkPad,Intel Core i7,8 GB,128 GB,In trên bao bì,Khác,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,2.900.000 đ
Mới,HP,Elitebook,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,Còn bảo hành,Đang cập nhật,laptop,2.800.000 đ
Mới,HP,Dòng Khác,Intel Core i3,8 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,4-6 tháng,Đang cập nhật,laptop,3.333.000 đ
Mới,Sony,F Series,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,15.600.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i7,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,9.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,Khác,4 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Mỹ,laptop,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 5,Intel Core i5,8 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,4.199.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i3,4 GB,128 GB,In trên bao bì,Khác,13 - 14.9 inch,1 tháng,Đài Loan,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Nhật Bản,laptop,10.700.000 đ
Mới,Lenovo,ThinkPad,Intel Core i5,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Trung Quốc,laptop,15.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,128 GB,In trên bao bì,Khác,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,4.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,128 GB,In trên bao bì,Khác,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,4.700.000 đ
Mới,Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Nhật Bản,laptop,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision Mobile Workstations,Intel Core i7,16 GB,128 GB,In trên bao bì,NVIDIA,17 - 18.9 inch,Hết bảo hành,Việt Nam,laptop,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Khác,4 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Hết bảo hành,Đài Loan,laptop,3.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,6.299.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,,16 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,,4 GB,128 GB,In trên bao bì,Khác,13 - 14.9 inch,4-6 tháng,Đang cập nhật,laptop,3.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Dòng Khác,Intel Core i3,4 GB,500 GB,In trên bao bì,,13 - 14.9 inch,Hết bảo hành,Nước khác,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,10.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,AMD,8 GB,256 GB,In trên bao bì,Khác,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,6.800.000 đ
Mới,Dell,Vostro,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,>12 tháng,Nước khác,laptop,13.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Pentium,2 GB,500 GB,In trên bao bì,AMD,13 - 14.9 inch,3 tháng,Đài Loan,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,,,,In trên bao bì,,,Còn bảo hành,Đang cập nhật,laptop,13.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Xeon,32 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,7-12 tháng,Đang cập nhật,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,11.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,16 GB,512 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,3 tháng,Mỹ,laptop,10.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,1 tháng,Nhật Bản,laptop,3.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,4.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Việt Nam,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,K Series,Intel Core i3,4 GB,128 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,17 - 18.9 inch,3 tháng,Việt Nam,laptop,16.500.000 đ
Mới,Lenovo,Legion Y Series,Ryzen 5,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,>12 tháng,Việt Nam,laptop,23.999.999 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,16.200.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i3,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,laptop,6.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Khác,4 GB,128 GB,In trên bao bì,Khác,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Mới,Dell,Inspiron,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Mỹ,laptop,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,A series,Intel Core i3,4 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.500.000 đ
Đã sử dụng (qua sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Việt Nam,laptop,4.500.000 đ
Đã sử dụng (qua sửa chữa),Acer,Aspire,Intel Core i3,4 GB,250 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.100.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Book,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,11.999.999 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i5,4 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.999.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,5.600.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,AMD,8 GB,512 GB,In trên bao bì,Khác,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,8.290.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.099.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Dòng Khác,Intel Core i5,16 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,B series,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đài Loan,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Còn bảo hành,Việt Nam,laptop,10.500.000 đ
Mới,Dell,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Việt Nam,laptop,6.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Ryzen 3,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,12.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,,In trên bao bì,Khác,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.050.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,4.999.999 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,4.700.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i7,16 GB,> 1 TB,In trên bao bì,NVIDIA,17 - 18.9 inch,Bảo hành hãng,Nhật Bản,laptop,9.490.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,6.790.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i3,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,4.567.891 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i5,8 GB,700 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.100.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,11.500.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i5,8 GB,256 GB,In trên bao bì,,15 - 16.9 inch,Hết bảo hành,Nước khác,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,5.200.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Dòng Khác,Intel Core i3,6 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Trung Quốc,laptop,650.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,Ryzen 9,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,19.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i7,8 GB,1 TB,In trên bao bì,AMD,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,5.800.000 đ
Đã sử dụng (qua sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,,In trên bao bì,,,1 tháng,Mỹ,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Samsung,Dòng Khác,Intel Atom,2 GB,320 GB,In trên bao bì,,9 - 10.9 inch,Bảo hành hãng,Hàn Quốc,laptop,600.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i5,8 GB,,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,,In trên bao bì,,13 - 14.9 inch,1 tháng,Mỹ,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i7,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,4-6 tháng,Việt Nam,laptop,10.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkBook,Intel Core i5,16 GB,1 TB,In trên bao bì,Khác,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Alienware,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,17 - 18.9 inch,3 tháng,Mỹ,laptop,15.999.999 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Celeron,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Còn bảo hành,Trung Quốc,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Khác,8 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,14.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,11.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,14.800.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Dòng Khác,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,17.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ExpertBook,Intel Core i3,8 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,6.800.000 đ
Mới,HP,Elitebook,Khác,8 GB,128 GB,In trên bao bì,Khác,11 - 12.9 inch,3 tháng,Nhật Bản,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i5,4 GB,128 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Còn bảo hành,Việt Nam,laptop,4.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,A series,Intel Core i5,8 GB,250 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,Ryzen 5,8 GB,256 GB,In trên bao bì,AMD,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,8 GB,250 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,A series,Intel Core i5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Satellite Series,Intel Core i5,4 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.350.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,8 GB,256 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,7.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,256 GB,In trên bao bì,,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Dòng Khác,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Nhật Bản,laptop,4.200.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Dòng Khác,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,22.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,8 GB,256 GB,In trên bao bì,NVIDIA,17 - 18.9 inch,1 tháng,Mỹ,laptop,3.400.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i3,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,3 tháng,Nước khác,laptop,6.500.000 đ
Mới,Lenovo,Dòng Khác,Intel Core i7,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,29.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i3,8 GB,128 GB,In trên bao bì,,15 - 16.9 inch,Hết bảo hành,Nhật Bản,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Yoga,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Việt Nam,laptop,1.499.900 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,8 GB,512 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,8.800.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Predator,Intel Core i5,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,24.200.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Satellite Series,AMD,4 GB,256 GB,In trên bao bì,AMD,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,1.690.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,4 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,G Series,Intel Core i7,16 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,10.000.000 đ
